ticket_id,created_at,channel,customer_id,language,subject,body,product,priority
T001328,2025-11-06T00:03:00,whatsapp,CU00218,ar,Order problem,"I received damaged product, what can I do?",shampoo,normal
T001329,2025-12-17T01:37:00,webform,CU00189,ar,Complaint,I want to refund my last order.,perfume,low
T001330,2025-12-04T01:06:00,whatsapp,CU00476,en,Question,I want to refund my last order.,gift_box,low
T001331,2025-12-20T22:30:00,webform,CU00102,ar,Order problem,"I received damaged product, what can I do?",serum,low
T001332,2025-11-29T12:09:00,call_center,CU00713,ar,Need help,I want to refund my last order.,gift_box,low
T001333,2025-12-26T08:36:00,webform,CU00910,ar,Question,How to use this product and is it safe for sensitive skin?,serum,high
T001334,2025-11-15T22:18:00,webform,CU00307,ar,Complaint,I want to refund my last order.,lipstick,low
T001335,2025-12-16T01:56:00,email,CU00054,en,Request,I want to refund my last order.,shampoo,low
T001336,2025-12-07T09:59:00,whatsapp,CU01133,en,Order problem,I want to refund my last order.,shampoo,normal
T001337,2025-11-29T13:08:00,call_center,CU00285,en,Complaint,Order delayed and I need update.,shampoo,normal
T001338,2025-11-20T09:19:00,call_center,CU00517,ar,Complaint,How to use this product and is it safe for sensitive skin?,serum,low
T001339,2025-11-01T04:15:00,email,CU01037,en,Order problem,I want to refund my last order.,lipstick,high
T001340,2025-11-18T18:58:00,whatsapp,CU00863,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,low
T001341,2025-12-21T17:13:00,call_center,CU00339,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001342,2025-12-19T01:51:00,email,CU00343,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,normal
T001343,2025-12-02T00:34:00,call_center,CU00373,ar,Request,"I received damaged product, what can I do?",lipstick,low
T001344,2025-11-26T09:20:00,webform,CU00360,en,Order problem,I want to refund my last order.,lipstick,high
T001345,2025-11-25T01:12:00,webform,CU00535,en,Need help,Order delayed and I need update.,perfume,low
T001346,2025-12-20T12:13:00,email,CU00259,en,Order problem,Order delayed and I need update.,lipstick,normal
T001347,2025-11-19T20:00:00,whatsapp,CU00809,ar,Question,Order delayed and I need update.,foundation,high
T001348,2025-12-03T17:56:00,webform,CU00851,en,Need help,Order delayed and I need update.,perfume,normal
T001349,2025-12-24T08:43:00,whatsapp,CU00094,ar,Complaint,I want to refund my last order.,foundation,normal
T001350,2025-11-10T22:25:00,whatsapp,CU00937,en,Question,Order delayed and I need update.,serum,low
T001351,2025-11-19T20:26:00,call_center,CU01128,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,low
T001352,2025-11-07T10:27:00,email,CU00121,ar,Need help,"I received damaged product, what can I do?",serum,low
T001353,2025-11-01T22:01:00,email,CU01097,en,Order problem,Promo code not working.,shampoo,low
T001354,2025-11-17T08:03:00,email,CU00296,en,Complaint,Order delayed and I need update.,perfume,low
T001355,2025-12-05T09:10:00,call_center,CU00288,ar,Need help,Promo code not working.,perfume,low
T001356,2025-11-13T17:42:00,webform,CU00274,en,Request,Promo code not working.,gift_box,low
T001357,2025-11-01T02:42:00,call_center,CU00757,ar,Request,Promo code not working.,gift_box,normal
T001358,2025-12-03T23:36:00,webform,CU00408,ar,Complaint,How to use this product and is it safe for sensitive skin?,perfume,high
T001359,2025-12-15T13:59:00,email,CU01028,en,Request,Order delayed and I need update.,lipstick,low
T001360,2025-11-18T16:47:00,email,CU01007,en,Question,I want to refund my last order.,foundation,normal
T001361,2025-12-10T18:07:00,webform,CU00996,ar,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,high
T001362,2025-12-18T21:39:00,webform,CU00922,ar,Order problem,I want to refund my last order.,perfume,high
T001363,2025-11-08T00:31:00,email,CU00969,en,Complaint,Order delayed and I need update.,shampoo,high
T001364,2025-12-24T18:13:00,webform,CU00438,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,normal
T001365,2025-12-07T07:30:00,whatsapp,CU00057,ar,Need help,Promo code not working.,gift_box,low
T001366,2025-12-12T05:17:00,webform,CU00870,ar,Question,How to use this product and is it safe for sensitive skin?,shampoo,high
T001367,2025-12-05T21:58:00,email,CU00385,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,low
T001368,2025-11-18T16:05:00,whatsapp,CU00087,en,Complaint,Order delayed and I need update.,lipstick,normal
T001369,2025-12-01T00:14:00,call_center,CU00092,ar,Need help,Promo code not working.,serum,normal
T001370,2025-12-25T04:28:00,whatsapp,CU00406,ar,Need help,Promo code not working.,gift_box,normal
T001371,2025-11-04T09:05:00,webform,CU00803,ar,Complaint,"I received damaged product, what can I do?",foundation,normal
T001372,2025-12-19T22:26:00,call_center,CU00159,ar,Complaint,"I received damaged product, what can I do?",shampoo,high
T001373,2025-11-19T02:17:00,call_center,CU00345,ar,Order problem,I want to refund my last order.,lipstick,high
T001374,2025-12-06T05:43:00,whatsapp,CU00330,ar,Question,"I received damaged product, what can I do?",perfume,normal
T001375,2025-12-23T09:49:00,email,CU00163,ar,Need help,Order delayed and I need update.,foundation,normal
T001376,2025-11-29T05:37:00,webform,CU00739,ar,Question,How to use this product and is it safe for sensitive skin?,serum,high
T001377,2025-11-28T10:35:00,email,CU00632,ar,Order problem,Promo code not working.,gift_box,normal
T001378,2025-11-30T19:18:00,whatsapp,CU00390,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,high
T001379,2025-11-06T22:49:00,call_center,CU00046,ar,Need help,Order delayed and I need update.,lipstick,high
T001380,2025-12-25T22:30:00,call_center,CU00111,ar,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,low
T001381,2025-12-10T12:06:00,webform,CU01096,en,Question,Promo code not working.,foundation,low
T001382,2025-11-19T15:40:00,webform,CU00446,ar,Complaint,"I received damaged product, what can I do?",lipstick,high
T001383,2025-11-23T07:33:00,call_center,CU00671,en,Order problem,I want to refund my last order.,gift_box,normal
T001384,2025-12-22T17:21:00,email,CU00199,ar,Question,Promo code not working.,lipstick,low
T001385,2025-12-09T05:30:00,whatsapp,CU00566,ar,Question,Promo code not working.,gift_box,normal
T001386,2025-12-14T06:33:00,call_center,CU00064,en,Complaint,Promo code not working.,shampoo,high
T001387,2025-11-04T21:58:00,email,CU00034,ar,Request,Promo code not working.,perfume,low
T001388,2025-12-08T03:07:00,email,CU00888,ar,Request,Order delayed and I need update.,serum,low
T001389,2025-12-13T11:15:00,whatsapp,CU00913,ar,Request,Promo code not working.,foundation,normal
T001390,2025-12-26T17:35:00,email,CU00229,en,Need help,How to use this product and is it safe for sensitive skin?,shampoo,high
T001391,2025-12-30T13:55:00,whatsapp,CU00832,ar,Order problem,Order delayed and I need update.,lipstick,normal
T001392,2025-11-02T11:18:00,webform,CU00525,en,Request,"I received damaged product, what can I do?",lipstick,low
T001393,2025-11-27T05:27:00,whatsapp,CU00846,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,high
T001394,2025-12-01T10:10:00,whatsapp,CU01046,en,Order problem,How to use this product and is it safe for sensitive skin?,foundation,low
T001395,2025-12-26T04:47:00,call_center,CU00602,ar,Complaint,How to use this product and is it safe for sensitive skin?,foundation,normal
T001396,2025-11-07T06:49:00,whatsapp,CU00956,ar,Need help,How to use this product and is it safe for sensitive skin?,serum,normal
T001397,2025-11-28T15:45:00,whatsapp,CU00267,en,Complaint,Order delayed and I need update.,perfume,low
T001398,2025-12-30T07:16:00,whatsapp,CU00754,ar,Need help,"I received damaged product, what can I do?",perfume,normal
T001399,2025-11-06T23:16:00,email,CU00051,ar,Complaint,"I received damaged product, what can I do?",perfume,high
T001400,2025-11-18T21:14:00,webform,CU00906,en,Order problem,Promo code not working.,serum,high
T001401,2025-11-30T18:13:00,webform,CU00878,en,Request,I want to refund my last order.,foundation,high
T001402,2025-11-12T11:09:00,whatsapp,CU00952,ar,Order problem,Order delayed and I need update.,serum,high
T001403,2025-12-05T01:32:00,call_center,CU00181,ar,Request,"I received damaged product, what can I do?",perfume,normal
T001404,2025-11-06T09:04:00,webform,CU00492,ar,Question,Order delayed and I need update.,lipstick,low
T001405,2025-12-01T17:54:00,whatsapp,CU00415,ar,Order problem,Order delayed and I need update.,shampoo,high
T001406,2025-11-21T17:40:00,email,CU00235,ar,Request,Promo code not working.,serum,high
T001407,2025-11-21T16:36:00,webform,CU00921,ar,Request,"I received damaged product, what can I do?",foundation,normal
T001408,2025-11-16T19:37:00,email,CU00564,ar,Order problem,I want to refund my last order.,shampoo,low
T001409,2025-11-20T23:24:00,whatsapp,CU00036,ar,Need help,I want to refund my last order.,perfume,high
T001410,2025-11-20T06:37:00,whatsapp,CU00060,ar,Request,I want to refund my last order.,shampoo,normal
T001411,2025-11-20T18:51:00,email,CU01127,en,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,high
T001412,2025-11-06T10:01:00,whatsapp,CU00256,ar,Question,"I received damaged product, what can I do?",foundation,normal
T001413,2025-11-15T18:21:00,webform,CU00162,ar,Request,How to use this product and is it safe for sensitive skin?,shampoo,high
T001414,2025-11-11T03:00:00,whatsapp,CU00275,ar,Need help,How to use this product and is it safe for sensitive skin?,gift_box,low
T001415,2025-12-11T18:16:00,webform,CU00328,ar,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,low
T001416,2025-11-10T07:54:00,webform,CU00594,ar,Request,Promo code not working.,gift_box,high
T001417,2025-11-07T03:35:00,email,CU01101,ar,Order problem,Promo code not working.,serum,low
T001418,2025-11-05T05:41:00,email,CU01036,ar,Order problem,Order delayed and I need update.,serum,low
T001419,2025-12-28T20:46:00,webform,CU00579,en,Request,Order delayed and I need update.,lipstick,low
T001420,2025-12-02T22:45:00,webform,CU00678,en,Need help,"I received damaged product, what can I do?",perfume,normal
T001421,2025-12-12T23:55:00,call_center,CU00442,ar,Complaint,"I received damaged product, what can I do?",shampoo,normal
T001422,2025-12-29T23:45:00,call_center,CU00958,ar,Order problem,Promo code not working.,perfume,high
T001423,2025-11-28T05:12:00,whatsapp,CU00625,ar,Order problem,Order delayed and I need update.,gift_box,high
T001424,2025-11-06T18:56:00,webform,CU00813,ar,Question,Order delayed and I need update.,shampoo,normal
T001425,2025-11-21T07:16:00,email,CU00452,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,low
T001426,2025-11-12T06:25:00,webform,CU01089,ar,Request,I want to refund my last order.,serum,high
T001427,2025-11-27T08:05:00,webform,CU00976,ar,Order problem,I want to refund my last order.,foundation,low
T001428,2025-11-30T09:05:00,whatsapp,CU00155,en,Question,I want to refund my last order.,foundation,normal
T001429,2025-11-16T21:44:00,email,CU00697,ar,Request,Promo code not working.,perfume,low
T001430,2025-12-23T17:47:00,whatsapp,CU00236,ar,Request,I want to refund my last order.,gift_box,high
T001431,2025-11-04T04:11:00,webform,CU00770,ar,Order problem,I want to refund my last order.,foundation,low
T001432,2025-11-15T19:19:00,email,CU01049,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,low
T001433,2025-11-29T21:23:00,call_center,CU00822,en,Need help,"I received damaged product, what can I do?",lipstick,normal
T001434,2025-11-11T04:44:00,call_center,CU00476,en,Question,Promo code not working.,gift_box,normal
T001435,2025-12-08T22:29:00,webform,CU00394,en,Question,Order delayed and I need update.,perfume,high
T001436,2025-12-28T11:30:00,call_center,CU00516,ar,Need help,How to use this product and is it safe for sensitive skin?,gift_box,normal
T001437,2025-11-27T02:07:00,call_center,CU01124,ar,Question,I want to refund my last order.,foundation,normal
T001438,2025-12-21T03:02:00,webform,CU00310,en,Request,Order delayed and I need update.,perfume,high
T001439,2025-11-02T20:20:00,email,CU01050,ar,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,normal
T001440,2025-11-29T02:39:00,webform,CU00178,en,Question,Promo code not working.,gift_box,normal
T001441,2025-12-11T13:14:00,webform,CU00863,ar,Order problem,I want to refund my last order.,shampoo,high
T001442,2025-11-21T09:15:00,whatsapp,CU00169,en,Order problem,Promo code not working.,shampoo,normal
T001443,2025-11-01T01:44:00,webform,CU00721,ar,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,high
T001444,2025-11-05T06:19:00,whatsapp,CU00109,ar,Need help,Order delayed and I need update.,foundation,normal
T001445,2025-12-01T16:57:00,webform,CU00742,ar,Need help,"I received damaged product, what can I do?",perfume,low
T001446,2025-12-24T00:30:00,email,CU00224,en,Request,I want to refund my last order.,foundation,normal
T001447,2025-11-05T16:42:00,call_center,CU00322,ar,Order problem,Promo code not working.,perfume,low
T001448,2025-12-12T23:21:00,email,CU00530,ar,Complaint,Order delayed and I need update.,perfume,high
T001449,2025-12-01T11:45:00,call_center,CU00768,en,Order problem,Order delayed and I need update.,foundation,normal
T001450,2025-12-17T05:07:00,whatsapp,CU00385,ar,Complaint,"I received damaged product, what can I do?",gift_box,low
T001451,2025-12-02T23:30:00,call_center,CU01188,en,Question,How to use this product and is it safe for sensitive skin?,lipstick,low
T001452,2025-11-02T06:34:00,email,CU00947,ar,Complaint,"I received damaged product, what can I do?",lipstick,low
T001453,2025-12-18T13:21:00,call_center,CU00034,ar,Request,"I received damaged product, what can I do?",gift_box,normal
T001454,2025-11-21T11:20:00,email,CU00556,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,normal
T001455,2025-12-22T05:13:00,email,CU01058,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,low
T001456,2025-11-09T05:21:00,call_center,CU00320,ar,Need help,How to use this product and is it safe for sensitive skin?,serum,normal
T001457,2025-12-12T03:12:00,webform,CU00164,ar,Complaint,Order delayed and I need update.,shampoo,normal
T001458,2025-11-18T10:22:00,email,CU00801,en,Question,Order delayed and I need update.,foundation,low
T001459,2025-11-06T21:52:00,email,CU00625,en,Need help,I want to refund my last order.,perfume,high
T001460,2025-11-11T22:55:00,whatsapp,CU01184,en,Order problem,I want to refund my last order.,foundation,high
T001461,2025-11-26T08:49:00,whatsapp,CU00725,ar,Order problem,"I received damaged product, what can I do?",lipstick,normal
T001462,2025-12-12T10:26:00,call_center,CU00499,ar,Request,"I received damaged product, what can I do?",perfume,low
T001463,2025-11-06T19:40:00,webform,CU01107,ar,Order problem,I want to refund my last order.,shampoo,normal
T001464,2025-11-17T03:10:00,webform,CU00941,en,Need help,Promo code not working.,shampoo,high
T001465,2025-12-15T13:41:00,email,CU00941,ar,Complaint,"I received damaged product, what can I do?",foundation,high
T001466,2025-12-29T14:39:00,email,CU00784,en,Order problem,Promo code not working.,shampoo,low
T001467,2025-12-20T13:27:00,whatsapp,CU00350,en,Order problem,Promo code not working.,lipstick,normal
T001468,2025-12-19T15:07:00,webform,CU00479,ar,Request,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001469,2025-12-13T18:22:00,whatsapp,CU01026,ar,Question,Order delayed and I need update.,foundation,high
T001470,2025-11-12T20:33:00,whatsapp,CU00210,en,Request,I want to refund my last order.,serum,low
T001471,2025-12-24T01:41:00,call_center,CU00073,ar,Complaint,Order delayed and I need update.,gift_box,low
T001472,2025-12-05T03:38:00,email,CU00462,en,Request,I want to refund my last order.,perfume,high
T001473,2025-11-24T10:00:00,webform,CU00903,en,Need help,Order delayed and I need update.,foundation,low
T001474,2025-12-29T18:34:00,email,CU01177,ar,Question,I want to refund my last order.,gift_box,high
T001475,2025-11-19T00:26:00,call_center,CU00906,ar,Need help,Order delayed and I need update.,perfume,normal
T001476,2025-11-22T02:36:00,whatsapp,CU01079,ar,Question,How to use this product and is it safe for sensitive skin?,shampoo,low
T001477,2025-11-02T19:17:00,webform,CU00772,en,Request,Promo code not working.,shampoo,normal
T001478,2025-12-30T08:55:00,whatsapp,CU01123,en,Request,I want to refund my last order.,gift_box,high
T001479,2025-12-16T05:50:00,whatsapp,CU00629,ar,Order problem,Promo code not working.,serum,high
T001480,2025-11-29T05:03:00,whatsapp,CU00861,ar,Order problem,I want to refund my last order.,serum,normal
T001481,2025-11-25T10:31:00,webform,CU01142,en,Question,I want to refund my last order.,lipstick,normal
T001482,2025-12-24T18:33:00,call_center,CU00571,ar,Request,How to use this product and is it safe for sensitive skin?,gift_box,low
T001483,2025-11-09T15:52:00,whatsapp,CU00854,en,Request,Order delayed and I need update.,gift_box,normal
T001484,2025-12-21T21:00:00,call_center,CU00969,en,Complaint,I want to refund my last order.,shampoo,low
T001485,2025-12-30T11:02:00,whatsapp,CU00876,en,Complaint,Order delayed and I need update.,shampoo,high
T001486,2025-11-02T06:22:00,whatsapp,CU00681,ar,Complaint,How to use this product and is it safe for sensitive skin?,foundation,normal
T001487,2025-11-09T03:52:00,whatsapp,CU00201,en,Complaint,"I received damaged product, what can I do?",perfume,low
T001488,2025-12-08T07:44:00,whatsapp,CU00504,ar,Request,Promo code not working.,shampoo,high
T001489,2025-12-14T01:57:00,email,CU00083,ar,Order problem,I want to refund my last order.,gift_box,low
T001490,2025-12-30T22:24:00,whatsapp,CU01085,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,high
T001491,2025-12-25T13:12:00,whatsapp,CU00643,en,Request,Order delayed and I need update.,lipstick,low
T001492,2025-11-01T16:19:00,email,CU00221,en,Question,I want to refund my last order.,shampoo,high
T001493,2025-12-23T06:24:00,whatsapp,CU00655,ar,Need help,Order delayed and I need update.,lipstick,normal
T001494,2025-11-11T11:59:00,webform,CU00487,en,Complaint,"I received damaged product, what can I do?",lipstick,low
T001495,2025-11-11T16:01:00,email,CU00004,en,Request,I want to refund my last order.,lipstick,normal
T001496,2025-11-20T18:48:00,webform,CU00326,en,Question,Promo code not working.,perfume,high
T001497,2025-11-26T00:19:00,email,CU00229,en,Question,I want to refund my last order.,perfume,normal
T001498,2025-11-26T00:44:00,email,CU00308,ar,Request,Promo code not working.,serum,low
T001499,2025-12-24T12:21:00,whatsapp,CU00713,en,Complaint,Order delayed and I need update.,foundation,low
T001500,2025-11-01T07:12:00,call_center,CU00378,en,Question,I want to refund my last order.,lipstick,normal
T001501,2025-11-29T00:11:00,webform,CU00148,en,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T001502,2025-11-28T09:01:00,whatsapp,CU00092,en,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,low
T001503,2025-11-03T22:00:00,webform,CU00131,en,Need help,"I received damaged product, what can I do?",gift_box,high
T001504,2025-12-10T23:08:00,call_center,CU00690,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,low
T001505,2025-12-25T15:03:00,webform,CU00749,ar,Order problem,"I received damaged product, what can I do?",foundation,high
T001506,2025-11-06T23:50:00,email,CU00887,en,Need help,Order delayed and I need update.,gift_box,normal
T001507,2025-12-18T22:32:00,call_center,CU00197,ar,Question,Promo code not working.,shampoo,normal
T001508,2025-12-28T10:08:00,call_center,CU01029,en,Question,Order delayed and I need update.,perfume,normal
T001509,2025-12-08T00:41:00,webform,CU01164,en,Request,Promo code not working.,foundation,low
T001510,2025-11-24T00:32:00,email,CU00915,ar,Request,Promo code not working.,shampoo,high
T001511,2025-12-20T15:44:00,webform,CU00133,en,Need help,"I received damaged product, what can I do?",serum,high
T001512,2025-11-10T03:00:00,call_center,CU00978,en,Question,How to use this product and is it safe for sensitive skin?,lipstick,low
T001513,2025-12-17T12:47:00,email,CU00853,en,Request,How to use this product and is it safe for sensitive skin?,perfume,normal
T001514,2025-12-22T20:26:00,call_center,CU00113,ar,Question,"I received damaged product, what can I do?",foundation,normal
T001515,2025-12-20T05:44:00,webform,CU01037,en,Complaint,"I received damaged product, what can I do?",perfume,low
T001516,2025-11-13T16:58:00,email,CU00540,ar,Request,Order delayed and I need update.,lipstick,high
T001517,2025-11-26T09:15:00,email,CU00603,ar,Need help,"I received damaged product, what can I do?",serum,low
T001518,2025-12-29T13:53:00,whatsapp,CU00242,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,high
T001519,2025-11-08T00:25:00,webform,CU00638,ar,Need help,"I received damaged product, what can I do?",foundation,low
T001520,2025-11-06T16:03:00,webform,CU00896,ar,Order problem,"I received damaged product, what can I do?",foundation,normal
T001521,2025-11-25T15:13:00,email,CU00093,ar,Complaint,Promo code not working.,perfume,high
T001522,2025-12-21T19:31:00,webform,CU00714,ar,Order problem,"I received damaged product, what can I do?",serum,normal
T001523,2025-11-06T03:33:00,webform,CU00597,ar,Complaint,Order delayed and I need update.,lipstick,high
T001524,2025-11-01T22:55:00,whatsapp,CU00173,ar,Request,"I received damaged product, what can I do?",gift_box,normal
T001525,2025-12-02T17:23:00,email,CU00554,en,Need help,I want to refund my last order.,shampoo,low
T001526,2025-12-27T00:20:00,webform,CU00231,en,Request,I want to refund my last order.,shampoo,high
T001527,2025-11-02T16:05:00,email,CU01086,en,Order problem,Promo code not working.,shampoo,normal
T001528,2025-12-18T10:05:00,webform,CU00891,en,Question,Promo code not working.,lipstick,normal
T001529,2025-11-14T17:35:00,webform,CU00988,en,Need help,I want to refund my last order.,shampoo,low
T001530,2025-11-02T03:38:00,whatsapp,CU00174,en,Question,Promo code not working.,perfume,high
T001531,2025-12-20T21:24:00,whatsapp,CU00603,en,Order problem,Promo code not working.,shampoo,high
T001532,2025-11-24T03:45:00,call_center,CU00124,ar,Request,How to use this product and is it safe for sensitive skin?,lipstick,normal
T001533,2025-11-22T22:53:00,whatsapp,CU00124,ar,Need help,How to use this product and is it safe for sensitive skin?,serum,low
T001534,2025-11-14T14:38:00,whatsapp,CU01120,en,Question,"I received damaged product, what can I do?",shampoo,normal
T001535,2025-12-03T18:36:00,email,CU00299,en,Order problem,I want to refund my last order.,shampoo,high
T001536,2025-11-02T13:26:00,call_center,CU00563,ar,Need help,Order delayed and I need update.,shampoo,low
T001537,2025-12-05T01:50:00,webform,CU01137,ar,Question,I want to refund my last order.,shampoo,high
T001538,2025-11-23T18:55:00,webform,CU00137,en,Order problem,I want to refund my last order.,serum,low
T001539,2025-12-27T07:55:00,email,CU00170,en,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T001540,2025-11-21T00:55:00,webform,CU00756,en,Request,How to use this product and is it safe for sensitive skin?,serum,low
T001541,2025-12-21T23:32:00,call_center,CU00265,ar,Order problem,Promo code not working.,shampoo,low
T001542,2025-11-17T15:45:00,webform,CU00242,ar,Order problem,Order delayed and I need update.,shampoo,high
T001543,2025-12-07T05:01:00,whatsapp,CU01027,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,low
T001544,2025-11-28T13:49:00,whatsapp,CU00632,ar,Request,Promo code not working.,serum,normal
T001545,2025-12-16T12:01:00,call_center,CU00609,en,Need help,Order delayed and I need update.,gift_box,high
T001546,2025-11-06T06:42:00,whatsapp,CU01180,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,normal
T001547,2025-11-27T17:52:00,webform,CU00976,ar,Complaint,I want to refund my last order.,lipstick,normal
T001548,2025-11-13T12:52:00,webform,CU00041,ar,Complaint,I want to refund my last order.,gift_box,low
T001549,2025-12-05T15:34:00,email,CU00355,ar,Complaint,Order delayed and I need update.,shampoo,high
T001550,2025-11-29T07:27:00,email,CU00986,en,Need help,Order delayed and I need update.,perfume,high
T001551,2025-11-25T00:08:00,call_center,CU00042,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,high
T001552,2025-12-02T10:08:00,webform,CU00620,en,Question,How to use this product and is it safe for sensitive skin?,lipstick,low
T001553,2025-12-28T14:42:00,webform,CU00765,en,Request,Order delayed and I need update.,serum,low
T001554,2025-11-14T18:24:00,email,CU00884,ar,Need help,Order delayed and I need update.,lipstick,low
T001555,2025-11-22T10:02:00,email,CU00157,ar,Request,Promo code not working.,lipstick,low
T001556,2025-11-20T20:01:00,email,CU00878,ar,Order problem,Promo code not working.,gift_box,normal
T001557,2025-11-07T12:53:00,call_center,CU00666,en,Need help,Promo code not working.,foundation,normal
T001558,2025-11-28T09:41:00,call_center,CU00340,en,Order problem,I want to refund my last order.,foundation,low
T001559,2025-12-27T23:56:00,webform,CU00056,en,Request,I want to refund my last order.,gift_box,high
T001560,2025-11-05T04:19:00,webform,CU00280,en,Question,Promo code not working.,perfume,normal
T001561,2025-12-08T19:25:00,webform,CU00046,en,Need help,Promo code not working.,gift_box,high
T001562,2025-11-22T20:05:00,call_center,CU00370,ar,Order problem,Order delayed and I need update.,perfume,normal
T001563,2025-11-22T14:22:00,webform,CU00626,ar,Order problem,I want to refund my last order.,serum,low
T001564,2025-11-25T07:07:00,call_center,CU01199,en,Complaint,Promo code not working.,shampoo,normal
T001565,2025-12-06T03:34:00,call_center,CU00530,ar,Request,"I received damaged product, what can I do?",gift_box,low
T001566,2025-12-22T03:38:00,webform,CU00394,ar,Request,How to use this product and is it safe for sensitive skin?,serum,low
T001567,2025-11-04T10:47:00,email,CU00864,en,Need help,Promo code not working.,serum,low
T001568,2025-11-03T11:03:00,webform,CU00097,ar,Question,I want to refund my last order.,gift_box,normal
T001569,2025-11-18T23:54:00,whatsapp,CU00701,ar,Question,Promo code not working.,gift_box,normal
T001570,2025-11-25T02:51:00,call_center,CU00721,ar,Order problem,"I received damaged product, what can I do?",lipstick,normal
T001571,2025-12-25T20:05:00,email,CU00380,en,Request,Order delayed and I need update.,gift_box,high
T001572,2025-12-25T15:24:00,call_center,CU00462,ar,Request,I want to refund my last order.,gift_box,normal
T001573,2025-11-11T05:27:00,call_center,CU00405,en,Need help,Order delayed and I need update.,perfume,normal
T001574,2025-12-01T13:37:00,whatsapp,CU00771,ar,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,low
T001575,2025-11-26T19:17:00,webform,CU00732,en,Order problem,Order delayed and I need update.,shampoo,low
T001576,2025-12-19T13:30:00,call_center,CU00633,en,Complaint,Promo code not working.,perfume,low
T001577,2025-11-19T12:15:00,call_center,CU00309,ar,Request,"I received damaged product, what can I do?",serum,high
T001578,2025-11-10T09:29:00,email,CU00894,en,Order problem,Order delayed and I need update.,foundation,normal
T001579,2025-11-23T04:02:00,whatsapp,CU00741,en,Order problem,"I received damaged product, what can I do?",perfume,normal
T001580,2025-11-26T17:01:00,email,CU00064,en,Order problem,I want to refund my last order.,lipstick,high
T001581,2025-12-01T14:42:00,call_center,CU00062,ar,Order problem,I want to refund my last order.,lipstick,low
T001582,2025-11-29T15:16:00,webform,CU00448,en,Request,Promo code not working.,foundation,low
T001583,2025-11-12T08:47:00,whatsapp,CU00639,ar,Question,Promo code not working.,foundation,low
T001584,2025-11-08T11:37:00,email,CU00055,en,Complaint,Promo code not working.,serum,normal
T001585,2025-12-28T10:01:00,call_center,CU00300,en,Order problem,"I received damaged product, what can I do?",perfume,low
T001586,2025-12-07T10:52:00,whatsapp,CU00102,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,high
T001587,2025-12-01T21:22:00,email,CU00226,ar,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,normal
T001588,2025-12-02T05:52:00,webform,CU00614,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,low
T001589,2025-11-18T01:34:00,whatsapp,CU00768,ar,Order problem,I want to refund my last order.,lipstick,low
T001590,2025-12-09T17:25:00,email,CU01129,en,Complaint,I want to refund my last order.,gift_box,low
T001591,2025-11-22T18:20:00,webform,CU00501,en,Request,How to use this product and is it safe for sensitive skin?,lipstick,high
T001592,2025-12-16T13:05:00,webform,CU01097,ar,Need help,Promo code not working.,serum,high
T001593,2025-11-17T10:31:00,whatsapp,CU00490,en,Need help,Order delayed and I need update.,shampoo,low
T001594,2025-12-14T15:01:00,whatsapp,CU00642,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,high
T001595,2025-12-09T12:03:00,call_center,CU00378,en,Need help,Order delayed and I need update.,shampoo,low
T001596,2025-12-18T16:44:00,call_center,CU00801,ar,Request,How to use this product and is it safe for sensitive skin?,foundation,low
T001597,2025-11-13T15:14:00,call_center,CU00866,ar,Question,Order delayed and I need update.,perfume,low
T001598,2025-11-18T15:02:00,whatsapp,CU01039,en,Order problem,Promo code not working.,perfume,low
